Interaction	COE	PWM	CLUSTER	DH	CNS	ChIP	GENIE3	KNN	Class
AT4G24020_AT1G64050	0	6.41	2.83	0	0	0	0	0	0
AT4G24020_AT1G67990	0	0	0	0	0	0	0	0	0
AT4G24020_AT1G77530	0	5.86	1.94	151	0	0	0.0146799569623784	0	0
AT4G24020_AT1G79840	0	7.48	3.24	325	0	0	0.00809050845721766	0	0
AT4G24020_AT2G02950	0.734565	0	0	0	0	0	0.0266892959066761	0	0
AT4G24020_AT2G12465	0	0	0	0	0	0	0	0	0
AT4G24020_AT2G18260	0	5.37	2.59	0	0	0	0	0	0
AT4G24020_AT2G30432	0	5.33	1.67	0	0	0	0	0	0
AT4G24020_AT2G31650	0	5.9	1.78	0	0	0	0	0	0
AT4G24020_AT2G36750	0	6.65	2.64	0	0	0	0	0	0
AT4G24020_AT2G38960	0	5.39	1.53	0	0	0	0	0	0
AT4G24020_AT2G44600	0	5.32	1.33	1446	0	0	0	0	0
AT4G24020_AT2G45130	0	5.71	2.04	0	0	0	0	0	0
AT4G24020_AT3G22840	0	6.39	2.22	1582	0	0	0	0	0
AT4G24020_AT3G27380	0	0	0	0	0	0	0	0	0
AT4G24020_AT3G28120	0	5.18	2.44	0	0	0	0	0	0
AT4G24020_AT3G28740	0	6	2.41	0	0	0	0	0	0
AT4G24020_AT3G45775	0	5.19	1.24	0	0	0	0	0	0
AT4G24020_AT3G54826	0	0	0	0	0	0	0	0	0
AT4G24020_AT3G62130	0	5.01	2.06	0	0	0	0	0	0
AT4G24020_AT4G14390	0	0	0	0	0	0	0	0	0
AT4G24020_AT4G16160	0	6.09	3.77	0	0	0	0.0119872420605359	0	0
AT4G24020_AT4G17490	0	0	0	0	0	0	0	0	0
AT4G24020_AT4G18780	0	0	0	0	0	0	0.00902717048293667	0	0
AT4G24020_AT5G04700	0	5.03	1.8	0	0	0	0	0	0
AT4G24020_AT5G05690	0	6.07	2.39	765	0	0	0.0132131688213862	0	0
AT4G24020_AT5G06340	0	5.27	1.7	0	0	0	0.0127686232565126	0	0
AT4G24020_AT5G08139	0	7.11	6.13	4132	0	0	0	0	0
AT4G24020_AT5G42770	0	0	0	0	0	0	0	0	0
AT4G24020_AT5G46380	0	5.86	3.37	529	0	0	0.0282953335128956	0	0
AT4G24020_AT5G47640	0	5.76	3.68	0	0	0	0	0	0
AT4G24020_AT5G51105	0	5.5	2.13	0	0	0	0	0	0
AT4G24020_AT5G67430	0	5.8	1.76	2203	0	0	0	0	0
AT4G24240_AT1G07210	0	0	0	0	0	0	0	0	0
AT4G24240_AT1G18390	0	6.48	5.25	735	0	0	0	0	0
AT4G24240_AT1G25390	0	6	3.38	2359	0	0	0	0	0
AT4G24240_AT1G29270	0	6.21	2.46	0	0	0	0	0	0
AT4G24240_AT1G71830	0	7.81	3.76	0	0	0	0	0	0
AT4G24240_AT1G80130	0	5.51	2	0	0	0	0	0	0
AT4G24240_AT2G14610	0	5.49	2.39	0	0	0	0	0	1
AT4G24240_AT2G22810	0	6.21	6.61	0	0	0	0	0	0
AT4G24240_AT2G23190	0	6.82	4.52	676	0	0	0.00779206880094773	0	0
AT4G24240_AT2G27810	0	5.7	1.9	1730	0	0	0	0	0
AT4G24240_AT2G35060	0.501662	6.56	3.56	0	0	0	0.00757313030512094	0	0
AT4G24240_AT2G38120	0	6.41	5.41	1116	0	0	0	0	0
AT4G24240_AT2G44065	0	5.46	1.59	0	0	0	0	0	0
AT4G24240_AT3G08810	0	5.46	1.45	0	0	0	0	0	0
AT4G24240_AT3G14090	0	6.87	2.65	3145	0	0	0	0	0
AT4G24240_AT3G15110	0	0	0	0	0	0	0	0	0
AT4G24240_AT3G15340	0	6.39	5.26	510	0	0	0	0	0
AT4G24240_AT3G19035	0	7.08	4.58	0	0	0	0	0	0
AT4G24240_AT3G22870	0	5.61	1.58	0	0	0	0	0	0
AT4G24240_AT3G24220	0	5.51	2.17	1030	0	0	0.00598315378733054	0	0
AT4G24240_AT3G49360	0	5.24	1.75	0	0	0	0	0	0
AT4G24240_AT3G55980	0	7.63	5.75	2815	8	0	0	0	0
AT4G24240_AT3G58680	0	0	0	0	0	0	0	0	0
AT4G24240_AT4G00120	0	7.03	2.86	0	0	0	0	0	0
AT4G24240_AT4G11360	0	7.49	3.7	1169	0	0	0	0	0
AT4G24240_AT4G15840	0	5.78	2.13	1413	0	0	0	0	0
AT4G24240_AT4G25570	0	5.79	3.24	0	0	0	0	0	0
AT4G24240_AT4G36890	0	6.6	3.41	1002	2	0	0	0	0
AT4G24240_AT5G06700	0	7.55	5.38	1678	0	0	0	0	0
AT4G24240_AT5G13190	0	5.03	1.04	0	0	0	0	0	0
AT4G24240_AT5G19560	0	5.9	2.63	130	0	0	0	0	0
AT4G24240_AT5G28491	0	5.81	1.85	0	0	0	0	0	0
AT4G24240_AT5G35840	0	5.8	2.97	1332	0	0	0	0	0
AT4G24240_AT5G37790	0	7.26	5.63	2264	0	0	0	0	0
AT4G24240_AT5G45800	0	6.34	2.72	1815	0	0	0	0	0
AT4G24240_AT5G59220	0	6.46	3.27	3031	0	0	0.00859049455488848	0	0
AT4G24240_AT5G59930	0	6.18	2.01	158	0	0	0	0	0
AT4G24240_AT5G61900	0	5.98	1.87	0	0	0	0	0	0
AT4G24240_AT5G65040	0	6.85	3.23	231	0	0	0	0	0
AT4G24470_AT1G02360	0	6.32	2.6	1010	0	0	0	0	0
AT4G24470_AT1G10550	0.560651	5.75	2.58	988	0	0	0.00647349032473185	0	1
AT4G24470_AT1G18200	0	5.4	2.11	2008	0	0	0	0	0
AT4G24470_AT1G19330	0	5.59	2.18	11	0	0	0	0	0
AT4G24470_AT1G21610	0	0	0	0	0	0	0	0	0
AT4G24470_AT1G24260	0	5.22	3.31	0	0	0	0	0	1
AT4G24470_AT1G28430	0	6.64	2.64	0	0	0	0	0	0
AT4G24470_AT1G32170	0	5.55	2.17	1629	0	0	0	0	1
AT4G24470_AT1G35663	0	6.02	2.22	0	0	0	0	0	0
AT4G24470_AT1G49500	0	5.24	1.38	0	0	0	0	0	0
AT4G24470_AT1G71930	0	5.65	3.58	813	0	0	0	0	0
AT4G24470_AT2G34660	0	6.68	3.23	1311	0	0	0	0	0
AT4G24470_AT2G34710	0	6.35	2.56	0	0	0	0	0	1
AT4G24470_AT2G37640	0	6.14	2.08	1038	0	0	0.00736660040187103	0	0
AT4G24470_AT2G40750	0	5.51	1.42	0	0	0	0	0	0
AT4G24470_AT2G41950	0	0	0	0	0	0	0	0	0
AT4G24470_AT2G43390	0	5.56	1.47	252	0	0	0	0	0
AT4G24470_AT2G43570	0	5.59	2.08	1589	0	0	0	0	0
AT4G24470_AT2G46770	0	6.32	3.71	0	0	0	0	0	0
AT4G24470_AT2G47170	0	5.16	1.21	0	0	0	0	0	0
AT4G24470_AT3G14050	0	6.39	2.23	199	0	0	0	0	0
AT4G24470_AT3G23730	0	5.85	2.49	401	0	0	0.00755741062679312	0	1
AT4G24470_AT3G26790	0	5.69	1.71	0	0	0	0	0	0
AT4G24470_AT4G03550	0	5.92	2.01	0	0	0	0	0	0
AT4G24470_AT4G14130	0	0	0	0	0	0	0.0123508396736964	0	1
AT4G24470_AT4G22770	0	6.07	1.92	851	0	0	0	0	0
AT4G24470_AT4G22785	0	7.68	4.55	613	0	0	0	0	0
AT4G24470_AT4G27130	0	5.61	2.92	0	0	0	0	0	0
AT4G24470_AT4G31550	0	8.23	4.8	3664	8	0	0	0	0
AT4G24470_AT4G38750	0	0	0	0	0	0	0	0	0
AT4G24470_AT5G07010	0	5.95	3.42	2054	0	0	0	0	0
AT4G24470_AT5G07440	0	6.52	3.45	3259	0	0	0	0	0
AT4G24470_AT5G16567	0	6.25	2.45	0	0	0	0	0	0
AT4G24470_AT5G19950	0	0	0	0	0	0	0	0	0
AT4G24470_AT5G20840	0	9.03	5.58	0	0	0	0	0	0
AT4G24470_AT5G42530	0	7.07	3.47	0	0	0	0	0	0
AT4G24470_AT5G49334	0	5.53	1.84	0	0	0	0	0	0
AT4G24470_AT5G63610	0	5.2	1.18	0	0	0	0	0	0
AT4G24540_AT1G09150	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G19210	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G21326	0	0	0	0	0	0	0.0298468911856456	0	0
AT4G24540_AT1G24260	0	0	0	0	11	0	0	0	1
AT4G24540_AT1G26550	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G50140	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G52890	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G76600	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G77730	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G78700	0	0	0	0	0	0	0	0	0
AT4G24540_AT1G78880	0	0	0	0	0	0	0	0	0
AT4G24540_AT2G18210	0	0	0	0	0	0	0	0	0
AT4G24540_AT2G20050	0	0	0	0	0	0	0	0	0
AT4G24540_AT2G42870	0	0	0	0	0	0	0	0	0
AT4G24540_AT2G45660	0.783026	0	0	0	10	0	0.136504840404457	0	1
AT4G24540_AT3G14060	0	0	0	0	0	0	0	0	0
AT4G24540_AT3G23770	0	0	0	0	0	0	0	0	0
AT4G24540_AT3G56970	0	0	0	0	0	0	0	0	0
AT4G24540_AT3G58680	0	0	0	0	0	0	0	0	0
AT4G24540_AT3G59430	0	0	0	0	0	0	0	0	0
AT4G24540_AT4G00730	0	0	0	0	0	0	0	0	0
AT4G24540_AT4G03550	0	0	0	0	0	0	0	0	0
AT4G24540_AT4G11970	0	0	0	0	0	0	0	0	0
AT4G24540_AT4G16280	0	0	0	0	0	0	0	0	0
AT4G24540_AT4G18960	0	0	0	0	0	0	0	0	1
AT4G24540_AT4G36925	0	0	0	0	0	0	0	0	0
AT4G24540_AT4G37810	0	0	0	0	8	0	0	0	0
AT4G24540_AT5G22400	0	0	0	0	0	0	0	0	0
AT4G24540_AT5G25890	0	0	0	0	0	0	0.00588452108444141	0	0
AT4G24540_AT5G51120	0	0	0	0	0	0	0	0	0
AT4G24540_AT5G52070	0	0	0	0	0	0	0	0	0
AT4G24540_AT5G54030	0	0	0	0	0	0	0	0	0
AT4G24540_AT5G54630	0	0	0	0	0	0	0	0	0
AT4G24540_AT5G57910	0	0	0	0	0	0	0	0	0
AT4G24540_AT5G61850	0	0	0	0	0	0	0	0	1
AT4G24540_AT5G62230	0	0	0	0	8	0	0	0	0
AT4G24540_AT5G67180	0	0	0	0	9	0	0.0136910634928638	0	0
AT4G25210_AT1G02190	0	0	0	0	0	0	0	0	0
AT4G25210_AT1G04120	0	0	0	0	0	0	0	0	0
AT4G25210_AT1G10340	0	0	0	0	0	0	0	0	0
AT4G25210_AT1G23070	0	0	0	0	0	0	0	0	0
AT4G25210_AT1G48420	0	0	0	0	0	0	0	0	0
AT4G25210_AT1G67920	0	0	0	0	0	0	0	0	0
AT4G25210_AT1G73590	0	0	0	0	0	0	0	0	0
AT4G25210_AT1G74710	0	0	0	0	0	0	0	0	0
AT4G25210_AT2G28420	0	0	0	0	0	0	0	0	0
AT4G25210_AT2G46270	0	0	0	0	0	0	0	0	0
AT4G25210_AT2G47270	0	0	0	0	0	0	0	0	0
AT4G25210_AT3G20650	0	0	0	0	0	0	0	0	0
AT4G25210_AT4G01335	0	0	0	0	0	0	0	0	0
AT4G25210_AT4G14230	0	0	0	0	0	0	0	0	0
AT4G25210_AT4G15620	0	0	0	0	0	0	0	0	0
AT4G25210_AT4G23750	0	0	0	0	0	0	0	0	0
AT4G25210_AT4G25840	0	0	0	0	0	0	0	0	0
AT4G25210_AT4G28630	0.615149	0	0	0	0	0	0	0	0
AT4G25210_AT4G33330	0	0	0	0	0	0	0	0	1
AT4G25210_AT4G37640	0.526764	0	0	0	0	0	0	0	0
AT4G25210_AT5G02450	0	0	0	0	0	0	0	0	0
AT4G25210_AT5G02530	0	0	0	0	0	0	0	0	0
AT4G25210_AT5G07980	0	0	0	0	0	0	0	0	0
AT4G25210_AT5G17073	0	0	0	0	0	0	0	0	0
AT4G25210_AT5G63870	0	0	0	0	0	0	0	0	0
AT4G25470_AT1G04150	0	7.06	3.05	1286	0	0	0	0	0
AT4G25470_AT1G04240	0	5.64	1.81	497	0	0	0	0	1
AT4G25470_AT1G10340	0	0	0	0	0	0	0	0	0
AT4G25470_AT1G12560	0	5.86	2.68	419	0	0	0	3.05014130590195	0
AT4G25470_AT1G13260	0	8.61	4.34	3043	0	0	0.00733009053982309	0	1
AT4G25470_AT1G25250	0	5.38	2.29	0	0	0	0	0	0
AT4G25470_AT1G25540	0	5.45	1.71	0	0	0	0	0	0
AT4G25470_AT1G25550	0	6.61	3.1	780	0	0	0	0	0
AT4G25470_AT1G32640	0.553677	5	1.11	0	0	0	0.00736202208305738	0	1
AT4G25470_AT1G43160	0	8.47	5.9	1381	8	0	0.0121246899999626	0	1
AT4G25470_AT1G46768	0	7.38	3.13	930	7	0	0	0	1
AT4G25470_AT1G66490	0	5.36	1.72	1827	0	0	0	0	0
AT4G25470_AT1G70520	0	6.09	1.94	0	0	0	0	0	0
AT4G25470_AT1G72160	0	5.42	2.01	1726	0	0	0	0	0
AT4G25470_AT1G75410	0	5.68	2.46	1053	0	0	0	0	0
AT4G25470_AT1G77120	0	5.77	1.68	0	0	0	0.0251752907270721	0	1
AT4G25470_AT1G78240	0	5.57	1.97	318	0	0	0	0	0
AT4G25470_AT2G17975	0	5.74	1.62	0	0	0	0	0	0
AT4G25470_AT2G20825	0	7.29	3.05	0	0	0	0	0	0
AT4G25470_AT2G34655	0	6.83	2.79	1147	0	0	0	0	0
AT4G25470_AT2G39030	0	6.65	3.5	900	0	0	0	0	1
AT4G25470_AT2G40890	0	5.9	2.12	907	0	0	0	0	1
AT4G25470_AT2G42540	0	7.33	4.33	2080	0	0	0	0	1
AT4G25470_AT3G17200	0	5.89	2.36	582	0	0	0	0	0
AT4G25470_AT3G22200	0	6.53	2.82	402	0	0	0	0	0
AT4G25470_AT3G30340	0	5.18	1.68	0	0	0	0	0	0
AT4G25470_AT3G48208	0	6.19	2.24	0	0	0	0	0	0
AT4G25470_AT3G50570	0	5.18	2.23	2310	0	0	0	0	0
AT4G25470_AT3G50970	0	7.6	5.84	1831	1	0	0	0	1
AT4G25470_AT3G57800	0	6.23	3.12	2213	0	0	0	0	0
AT4G25470_AT4G01090	0.603109	5.85	2.78	2032	0	0	0	0	0
AT4G25470_AT4G10040	0	5.42	1.37	0	0	0	0	0	0
AT4G25470_AT4G13010	0	5.73	1.84	1628	0	0	0	0	0
AT4G25470_AT4G16820	0	6.14	2.39	678	0	0	0	0	0
AT4G25470_AT4G18780	0.452763	5.4	1.8	0	0	0	0	0	0
AT4G25470_AT4G25480	0.465734	5.61	1.81	0	0	0	0.0125501783468468	0	1
AT4G25470_AT4G25490	0.7962	5.33	2.7	309	0	0	0.165294949377682	0	1
AT4G25470_AT4G25650	0	5.66	3.4	1500	0	0	0	0	0
AT4G25470_AT5G02140	0	6.52	3.94	563	0	0	0	0	0
AT4G25470_AT5G02580	0	5.89	2.46	1099	10	0	0	0	0
AT4G25470_AT5G04190	0	5.55	1.88	0	0	0	0	0	0
AT4G25470_AT5G04690	0	5.43	2.15	141	0	0	0	0	0
AT4G25470_AT5G10870	0	0	0	0	0	0	0	0	0
AT4G25470_AT5G14280	0	5.52	1.62	0	0	0	0	0	0
AT4G25470_AT5G15410	0	6.43	2.27	318	0	0	0	0	0
AT4G25470_AT5G15960	0	6.2	3.11	871	0	0	0	0	1
AT4G25470_AT5G17490	0.491338	5.79	3.84	767	0	0	0	0	1
AT4G25470_AT5G17860	0	6.75	4.91	0	0	0	0	0	0
AT4G25470_AT5G45160	0.498251	5.28	1.96	0	0	0	0	0	0
AT4G25470_AT5G52310	0	6.35	3.09	2476	0	0	0.00558493549823909	0	1
AT4G25470_AT5G54190	0	6.43	2.24	1416	0	0	0	0	0
AT4G25470_AT5G66440	0.432244	6.49	3.25	1057	0	0	0	0	0
AT4G25480_AT1G08370	0	0	0	0	0	0	0	0	0
AT4G25480_AT1G09350	0	7.54	4.29	453	0	0	0	0	1
AT4G25480_AT1G19660	0	6.35	2.72	0	0	0	0	0	0
AT4G25480_AT1G20440	0	7.05	4.01	4481	0	0	0	0	1
AT4G25480_AT1G20450	0	6.79	4.84	3978	3	0	0	0	1
AT4G25480_AT1G20620	0	7.85	4.79	278	0	0	0	0	1
AT4G25480_AT1G43160	0	8.01	7.16	440	7	0	0.00935255634650143	0	1
AT4G25480_AT1G44170	0	5.68	1.95	0	0	0	0	0	0
AT4G25480_AT1G46768	0	6.66	2.79	930	9	0	0	0	1
AT4G25480_AT1G67350	0	8.02	4.31	0	0	0	0	0	0
AT4G25480_AT1G70590	0	5.79	2.99	0	0	0	0	0	0
AT4G25480_AT1G72620	0	5.34	1.38	0	0	0	0	0	0
AT4G25480_AT1G72630	0	5.67	2.65	1110	0	0	0	0	0
AT4G25480_AT1G80280	0	5.17	1.84	14	0	0	0	0	0
AT4G25480_AT1G80340	0	6.87	2.94	437	0	0	0	0	0
AT4G25480_AT2G15050	0	0	0	0	0	0	0	0	1
AT4G25480_AT2G17220	0	5.36	1.31	0	0	0	0	0	0
AT4G25480_AT2G18540	0	7.6	4.54	1091	0	0	0.00881077472404957	0	0
AT4G25480_AT2G22600	0	9.02	4.81	0	0	0	0	0	0
AT4G25480_AT2G35060	0	6.1	3.12	1479	0	0	0	0	0
AT4G25480_AT2G38304	0	7.11	3	616	0	0	0	0	0
AT4G25480_AT2G42530	0.603844	6.7	2.49	890	0	0	0.0100773902545513	0	1
AT4G25480_AT2G42540	0.622096	7.23	3.01	2080	0	0	0.0633840113566696	0	1
AT4G25480_AT2G43500	0	7.98	3.75	0	0	0	0	0	0
AT4G25480_AT2G45900	0	0	0	0	0	0	0	0	0
AT4G25480_AT3G11410	0.720654	5.46	2.85	1197	0	0	0.0126523072582815	0	1
AT4G25480_AT3G12580	0	0	0	0	0	0	0.0100694065828451	0	1
AT4G25480_AT3G20410	0	5.16	1.38	395	0	0	0	0	0
AT4G25480_AT3G28060	0	5.81	2.69	0	0	0	0	0	0
AT4G25480_AT3G50970	0	7.04	5.41	1831	0	0	0	0	1
AT4G25480_AT3G55620	0	7.78	5.7	776	0	0	0	0	0
AT4G25480_AT3G58730	0	9.21	4.96	0	0	0	0	0	0
AT4G25480_AT4G08870	0	7.03	3.92	620	0	0	0.00747745905511786	0	0
AT4G25480_AT4G15450	0.494708	7.18	2.94	872	0	0	0.0115900064611883	0	0
AT4G25480_AT4G24510	0	5.06	1.38	0	0	0	0.00542417099190987	0	0
AT4G25480_AT4G28080	0	0	0	0	0	0	0	0	0
AT4G25480_AT5G06340	0	6.48	2.77	144	0	0	0	0	0
AT4G25480_AT5G15960	0	6.26	3.21	0	0	0	0	0	1
AT4G25480_AT5G15970	0	5.72	2.63	0	0	0	0	0	1
AT4G25480_AT5G17490	0	5.87	3.19	767	0	0	0	0	1
AT4G25480_AT5G19090	0	6.35	5.14	2140	0	0	0	0	0
AT4G25480_AT5G22300	0	5.16	2.55	0	0	0	0	0	0
AT4G25480_AT5G22390	0	7.29	6	518	0	0	0	0	0
AT4G25480_AT5G25610	0	5.31	3.41	0	0	0	0	0	1
AT4G25480_AT5G42760	0	5.65	2.07	0	0	0	0	0	0
AT4G25480_AT5G52310	0	5.87	2.48	2476	0	0	0	0	1
AT4G25480_AT5G55110	0	7.87	4.41	0	0	0	0	0	0
AT4G25480_AT5G59070	0	5.87	3.8	1285	0	0	0	0	0
AT4G25480_AT5G59220	0.491035	5.99	2.53	109	0	0	0	0	0
AT4G25480_AT5G60270	0	5.4	1.43	0	0	0	0	0	0
AT4G25480_AT5G63500	0	0	0	0	0	0	0	0	0
AT4G25490_AT1G02400	0	5.77	2.31	2775	0	0	0	0	1
AT4G25490_AT1G02630	0	5.61	1.97	782	0	0	0	0	0
AT4G25490_AT1G03850	0	5.79	5.28	1722	0	0	0	0	0
AT4G25490_AT1G11730	0	6.06	2.03	474	0	0	0	0	0
AT4G25490_AT1G13840	0	6.74	2.75	632	0	0	0	0	0
AT4G25490_AT1G15550	0.541455	5.81	3	141	0	0	0	0	1
AT4G25490_AT1G20440	0	6.07	4.29	4481	0	0	0	0	1
AT4G25490_AT1G20630	0.497052	5.25	1.29	487	0	0	0.00941722254403456	0	1
AT4G25490_AT1G43160	0	8.11	6.74	440	6	0	0	0	1
AT4G25490_AT1G46768	0	6.37	2.6	930	8	0	0	0	1
AT4G25490_AT1G69010	0	5.57	3.15	0	0	0	0	0	0
AT4G25490_AT1G69870	0	6.06	4.38	1816	0	0	0	0	0
AT4G25490_AT1G70550	0	5.52	1.85	1304	0	0	0	0	0
AT4G25490_AT1G79120	0	5.34	3.71	0	0	0	0	0	0
AT4G25490_AT2G03700	0	5.25	1.22	0	0	0	0	0	0
AT4G25490_AT2G17060	0	5.11	1.13	0	0	0	0	0	0
AT4G25490_AT2G22190	0	7.6	6.75	0	0	0	0	0	0
AT4G25490_AT2G34555	0	7.85	4.16	1283	0	0	0	0	1
AT4G25490_AT2G36950	0	5.19	1.58	0	0	0	0	0	0
AT4G25490_AT2G42540	0	6.84	2.71	2080	0	0	0	0	1
AT4G25490_AT2G43360	0	5.71	1.85	0	0	0	0	0	0
AT4G25490_AT3G05980	0	6.73	3.12	519	0	0	0	0	0
AT4G25490_AT3G50970	0	7.02	5.66	1831	0	0	0	0	1
AT4G25490_AT3G55610	0	6.78	3.13	0	0	0	0	0	1
AT4G25490_AT3G60520	0	7.45	3.21	0	0	0	0	0	0
AT4G25490_AT4G02560	0	5.95	1.97	902	0	0	0	0	0
AT4G25490_AT4G14950	0	7.14	5.21	0	0	0	0	0	0
AT4G25490_AT4G17390	0	0	0	0	0	0	0	0	0
AT4G25490_AT4G21330	0	5.75	1.95	649	0	0	0	0	0
AT4G25490_AT4G22000	0	6.24	2.45	0	0	0	0	0	0
AT4G25490_AT4G27740	0	7.57	3.44	675	0	0	0	0	0
AT4G25490_AT4G35240	0	5.72	3.34	406	8	0	0	0	0
AT4G25490_AT4G38160	0	5.66	2.21	58	0	0	0	0	0
AT4G25490_AT5G15960	0	6.33	2.71	871	0	0	0	3.06982605856055	1
AT4G25490_AT5G15970	0	5.49	2.21	0	0	0	0.00747252703661808	0	1
AT4G25490_AT5G17490	0.522657	5.61	1.52	0	0	0	0	0	1
AT4G25490_AT5G25190	0	6.92	2.88	1431	0	0	0	0	0
AT4G25490_AT5G25240	0	6.2	3.97	2646	0	0	0	0	0
AT4G25490_AT5G42510	0	5.75	2.27	0	0	0	0	0	0
AT4G25490_AT5G51820	0	5.63	3.35	1823	0	0	0	0	0
AT4G25490_AT5G52310	0	5.54	2.48	2476	0	0	0.00594071879791542	0	1
AT4G25490_AT5G62170	0	6.38	3.58	2654	0	0	0	0	0
AT4G25490_AT5G67260	0	7.4	3.58	0	0	0	0	0	0
AT4G25530_AT1G03190	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G06410	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G11050	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G21327	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G35670	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G52890	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G60470	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G64820	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G66725	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G69120	0	0	0	0	0	0	0	0	1
AT4G25530_AT1G69760	0	0	0	0	0	0	0	0	0
AT4G25530_AT1G79150	0	0	0	0	0	0	0	0	0
AT4G25530_AT2G15750	0	0	0	0	0	0	0	0	0
AT4G25530_AT2G36270	0	0	0	0	0	0	0	0	0
AT4G25530_AT2G44760	0	0	0	0	0	0	0	0	0
AT4G25530_AT2G47570	0	0	0	0	0	0	0	0	0
AT4G25530_AT3G01100	0	0	0	0	0	0	0	0	0
AT4G25530_AT3G50250	0	0	0	0	0	0	0	0	0
AT4G25530_AT4G00300	0	0	0	0	0	0	0	0	0
AT4G25530_AT4G03113	0	0	0	0	0	0	0	0	0
AT4G25530_AT4G09990	0	0	0	0	0	0	0	0	0
AT4G25530_AT4G14550	0	0	0	0	0	0	0	0	0
AT4G25530_AT4G25950	0	0	0	0	0	0	0	0	0
AT4G25530_AT4G32120	0	0	0	0	0	0	0	0	0
AT4G25530_AT5G49450	0	0	0	0	0	0	0	0	0
AT4G25530_AT5G50870	0	0	0	0	0	0	0	0	0
AT4G25530_AT5G53310	0	0	0	0	0	0	0	0	0
AT4G25530_AT5G58350	0	0	0	0	0	0	0	0	0
AT4G25530_AT5G66740	0	0	0	0	0	0	0	0	0
AT4G25530_AT5G67270	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G06160	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G11310	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G12980	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G18740	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G19940	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G33110	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G55350	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G59740	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G66920	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G67760	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G78010	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G23000	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G27080	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G30430	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G33435	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G40950	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G41997	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G03430	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G06160	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G16910	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G20085	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G21720	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G23630	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G24480	0	0	0	0	0	0	0	0	0
AT4G26150_AT3G24650	0	0	0	0	0	0	0	0	0
AT4G26150_AT4G29780	0	0	0	0	0	0	0	0	0
AT4G26150_AT4G36770	0	0	0	0	0	0	0	0	0
AT4G26150_AT5G14280	0	0	0	0	0	0	0	0	0
AT4G26150_AT5G42760	0	0	0	0	0	0	0	0	0
AT4G26150_AT5G63750	0	0	0	0	0	0	0	0	0
AT4G26150_AT5G65060	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G02630	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G21140	0	5.07	3.06	92	0	0	0	0	0
AT4G26150_AT1G22380	0	0	0	0	0	0	0.00795302849009381	0	0
AT4G26150_AT1G31240	0	0	0	0	0	0	0	0	0
AT4G26150_AT1G57990	0	0	0	0	0	0	0	0	1
AT4G26150_AT2G15890	0	6.06	3.53	0	0	0	0	0	1
AT4G26150_AT2G18260	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G21370	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G22240	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G23430	0	5.16	1.42	0	0	0	0	0	0
AT4G26150_AT2G29080	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G29350	0	0	0	0	0	0	0.0100966610215671	0	1
AT4G26150_AT2G44910	0	0	0	0	0	0	0	0	0
AT4G26150_AT2G45060	0	0	0	0	0	0	0	0	0
